Speciality_Group,HCP_ID,Decile,Emails_Jan18,Emails_Feb18,Emails_Mar18,Emails_Apr18,Emails_May18,Emails_Jun18,Emails_Jul18,Emails_Aug18,Emails_Sep18,Emails_Oct18,Emails_Nov18,Emails_Dec18,Emails_Jan19,Emails_Feb19,Emails_Mar19,Emails_Apr19,Calls_Jan18,Calls_Feb18,Calls_Mar18,Calls_Apr18,Calls_May18,Calls_Jun18,Calls_Jul18,Calls_Aug18,Calls_Sep18,Calls_Oct18,Calls_Nov18,Calls_Dec18,Calls_Jan19,Calls_Feb19,Calls_Mar19,Calls_Apr19,Segment,Brand_Sales_Jan18,Brand_Sales_Feb18,Brand_Sales_Mar18,Brand_Sales_Apr18,Brand_Sales_May18,Brand_Sales_Jun18,Brand_Sales_Jul18,Brand_Sales_Aug18,Brand_Sales_Sep18,Brand_Sales_Oct18,Brand_Sales_Nov18,Brand_Sales_Dec18,Brand_Sales_Jan19,Brand_Sales_Feb19,Brand_Sales_Mar19,Brand_Sales_Apr19,Final_formulary_status,Final_criteria_status,Speaker_Program_Jan18,Speaker_Program_Feb18,Speaker_Program_Mar18,Speaker_Program_Apr18,Speaker_Program_May18,Speaker_Program_Jun18,Speaker_Program_Jul18,Speaker_Program_Aug18,Speaker_Program_Sep18,Speaker_Program_Oct18,Speaker_Program_Nov18,Speaker_Program_Dec18,Speaker_Program_Jan19,Speaker_Program_Feb19,Speaker_Program_Mar19,Speaker_Program_Apr19,Mobile_Alerts_Jan18,Mobile_Alerts_Feb18,Mobile_Alerts_Mar18,Mobile_Alerts_Apr18,Mobile_Alerts_May18,Mobile_Alerts_Jun18,Mobile_Alerts_Jul18,Mobile_Alerts_Aug18,Mobile_Alerts_Sep18,Mobile_Alerts_Oct18,Mobile_Alerts_Nov18,Mobile_Alerts_Dec18,Mobile_Alerts_Jan19,Mobile_Alerts_Feb19,Mobile_Alerts_Mar19,Mobile_Alerts_Apr19,Competitor_Detailing_Jan18,Competitor_Detailing_Feb18,Competitor_Detailing_Mar18,Competitor_Detailing_Apr18,Competitor_Detailing_May18,Competitor_Detailing_Jun18,Competitor_Detailing_Jul18,Competitor_Detailing_Aug18,Competitor_Detailing_Sep18,Competitor_Detailing_Oct18,Competitor_Detailing_Nov18,Competitor_Detailing_Dec18,Competitor_Detailing_Jan19,Competitor_Detailing_Feb19,Competitor_Detailing_Mar19,Competitor_Detailing_Apr19,TC
Other-Speciality,2883,M,5,6,1,7,6,4,5,0,7,7,3,8,0,1,7,7,2,0,1,1,4,3,3,1,0,4,4,3,4,2,1,0,Covered,11,21,59,38,26,56,43,57,24,56,41,55,34,56,24,37,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,12,17,18,4,4,2,3,16,9,2,9,14,8,4,3,1,2,0,0,2,0,2,1,0,1,3,1,3,2,2,C
Other-Speciality,2803,M,8,4,3,7,3,2,4,0,2,7,0,0,1,3,6,4,2,2,4,4,0,4,2,2,0,0,2,1,1,3,3,2,Covered,47,59,54,41,57,59,31,54,39,38,45,15,49,14,30,11,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,7,0,14,10,18,15,4,4,15,4,8,9,7,2,2,0,2,3,3,0,0,0,0,2,2,0,3,1,0,C
Other-Speciality,5911,L,2,2,1,4,4,3,3,0,2,2,3,0,1,0,1,0,2,1,2,0,1,0,2,0,0,2,2,1,1,1,1,0,Covered,16,20,18,5,9,5,18,14,1,8,11,20,3,12,16,11,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,14,17,6,18,11,3,12,1,12,15,13,12,9,16,0,2,2,0,3,3,1,2,3,0,1,0,2,2,0,2,C
Other-Speciality,6665,L,4,0,3,3,0,4,1,2,2,0,3,0,1,1,1,3,2,0,2,2,0,0,1,1,0,0,2,2,1,1,0,1,Covered,11,0,0,18,16,13,32,30,27,31,25,23,33,24,28,29,Other,Restrictions,3,0,1,0,1,2,3,2,0,2,0,2,3,1,3,2,16,14,15,0,3,15,15,5,9,15,7,14,10,11,15,3,3,2,1,3,3,0,1,2,0,0,3,1,1,0,3,3,T
Other-Speciality,6533,L,0,4,1,3,1,3,1,1,3,3,4,3,1,0,4,2,2,0,0,2,2,2,0,1,0,2,0,2,1,2,2,0,Covered,2,4,15,14,2,17,10,7,8,2,20,4,15,18,11,17,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,7,5,12,12,9,3,9,12,5,3,2,16,2,1,0,0,0,1,0,0,1,2,2,3,2,3,0,0,C
NON-PCP,7245,L,1,2,0,2,2,3,2,4,2,2,4,3,2,1,4,3,2,1,0,1,1,0,1,0,0,1,0,2,0,0,2,2,Covered,2,17,13,5,1,8,16,18,12,11,20,19,5,14,20,15,Other,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,13,2,18,2,17,12,14,2,13,8,8,0,14,13,1,1,0,0,0,3,0,0,3,2,2,3,1,0,3,3,C
REMS,3123143,L,3,0,3,0,3,4,1,1,3,1,2,2,2,0,2,0,2,0,1,2,2,1,2,2,0,0,0,2,1,2,2,2,Covered,14,14,1,11,4,4,7,0,7,13,15,3,16,14,20,15,Other,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,9,1,9,6,9,6,7,5,11,0,16,12,11,9,2,2,1,1,1,1,2,1,0,1,1,1,3,1,3,1,C
Other-Speciality,6674,L,2,0,3,1,2,3,2,0,4,0,1,3,2,1,3,1,2,2,2,0,0,2,1,0,0,1,1,0,1,1,2,0,Covered,10,11,19,12,1,12,28,28,28,24,29,24,32,23,24,24,On_Formulary,Restrictions,0,3,2,2,1,3,3,3,3,2,2,2,1,2,3,1,7,4,7,5,3,2,7,10,11,10,12,8,13,13,14,3,1,0,3,3,1,3,1,3,3,0,3,2,3,0,2,3,T
NON-PCP,7394,L,2,0,0,1,0,2,4,3,0,4,4,0,3,4,1,1,2,1,2,2,0,1,0,0,0,2,0,1,2,0,2,2,Covered,7,9,15,1,19,3,16,21,17,14,22,16,14,18,22,19,On_Formulary,No_Restrictions,3,3,2,3,2,2,2,0,1,2,2,0,0,1,1,1,2,8,15,12,15,10,12,16,10,2,0,7,12,12,1,14,2,2,2,2,3,1,2,0,0,2,0,1,1,1,1,0,T
REMS,2113,M,2,5,7,7,6,7,6,2,1,3,2,3,3,6,7,4,2,4,0,1,4,1,1,4,0,0,2,2,2,1,3,2,Covered,52,52,49,38,27,21,38,33,43,45,38,36,45,42,33,37,Not_On_Formulary,Restrictions,1,3,3,1,0,1,1,1,1,2,0,1,1,3,0,2,13,18,0,2,7,9,8,7,16,10,8,9,14,5,5,16,1,1,2,1,3,0,3,0,3,2,0,3,0,0,1,0,T
REMS,1407553,L,1,3,2,1,3,1,0,4,0,1,4,3,4,1,0,1,2,1,1,1,2,1,1,0,0,0,1,1,2,2,2,1,Covered,8,8,12,12,19,18,7,3,20,17,2,5,9,11,13,12,Other,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,8,5,14,11,8,11,14,4,6,1,16,3,1,7,1,0,0,3,1,3,3,1,1,0,0,0,2,1,0,1,C
REMS,2693448,L,3,2,3,2,4,3,0,3,4,1,3,1,4,4,4,4,2,0,2,1,2,0,2,0,0,0,1,0,1,2,0,0,Covered,1,16,4,2,3,19,38,32,35,30,37,37,39,38,30,30,On_Formulary,Cannot_Use,3,3,3,1,2,1,3,3,3,0,1,1,1,3,1,3,0,10,16,7,8,3,7,5,15,11,7,5,7,3,2,5,3,1,1,3,3,2,1,2,1,3,0,1,3,0,0,3,T
Other-Speciality,3626,M,8,0,1,5,2,2,7,1,3,8,0,7,7,6,4,6,2,1,2,4,2,2,2,0,0,4,2,3,1,4,4,2,Covered,53,37,39,10,32,51,65,74,80,64,69,68,68,75,72,71,On_Formulary,Restrictions,1,3,0,2,3,2,2,2,3,1,2,3,3,1,3,3,8,12,8,3,15,9,4,16,4,18,6,7,15,18,18,12,1,2,0,3,1,1,0,3,1,2,1,2,3,2,0,1,T
Other-Speciality,6144,M,5,3,5,6,7,5,0,7,5,0,0,7,8,1,1,8,2,4,2,0,0,3,1,1,0,0,0,2,0,0,4,2,Covered,44,53,32,47,56,28,39,57,50,58,45,50,51,54,49,51,Other,Restrictions,2,1,1,0,0,2,0,3,0,2,0,3,2,3,2,2,2,15,9,10,6,0,11,6,11,0,8,14,0,6,11,7,0,2,0,2,3,0,3,2,3,2,3,2,2,2,3,1,T
NON-PCP,1061,H,13,7,12,6,14,1,1,5,11,2,14,13,12,3,0,8,2,0,0,3,3,4,0,1,0,3,0,2,0,2,3,4,Covered,34,103,83,59,60,78,32,43,33,113,49,92,75,88,58,87,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,11,3,11,10,11,13,2,14,16,2,13,5,12,6,2,3,3,2,0,3,2,1,3,2,0,1,3,3,1,0,C
Other-Speciality,6556,H,11,3,6,6,12,13,13,14,2,14,10,0,0,11,10,6,3,1,4,3,2,2,1,1,0,3,1,0,0,4,2,1,Covered,90,93,53,58,31,117,149,163,147,149,158,143,127,143,148,130,On_Formulary,Restrictions,1,3,1,0,1,3,1,0,3,3,0,3,3,0,1,2,2,0,2,12,17,6,9,6,17,3,2,5,0,17,13,15,0,2,3,1,0,3,3,3,0,0,2,0,0,2,3,2,T
REMS,2165,M,0,6,7,6,3,6,8,4,0,2,1,7,2,0,3,2,3,3,1,3,2,3,2,3,0,1,0,1,3,1,2,2,Covered,60,60,52,40,51,35,51,33,29,34,19,38,56,31,37,44,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,18,8,5,5,4,3,2,11,5,13,6,18,17,3,2,3,1,3,2,0,3,0,3,0,1,2,1,1,3,C
Other-Speciality,4450,M,0,4,4,1,5,4,4,3,7,5,7,2,2,1,8,5,3,2,2,1,0,1,4,4,0,3,3,3,3,3,4,4,Covered,45,14,12,20,35,51,63,64,75,75,73,79,66,70,78,62,Other,Restrictions,0,1,0,0,0,0,1,0,0,0,0,3,2,2,0,0,12,9,5,8,10,11,0,4,15,3,15,14,12,17,9,12,2,3,2,2,3,3,0,1,2,0,0,2,1,0,1,2,T
REMS,1761,M,2,3,6,5,2,2,7,4,8,8,3,0,2,5,1,3,3,0,2,1,3,1,4,3,0,4,0,2,1,3,3,4,Covered,51,19,49,17,43,35,28,57,22,52,17,55,57,55,23,16,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,8,10,8,11,8,18,12,11,17,3,17,5,15,1,0,2,1,0,3,2,0,1,1,3,3,0,1,3,0,C
Other-Speciality,3825,M,7,5,1,1,2,1,1,2,8,8,7,6,2,3,8,0,3,1,1,4,4,3,1,3,0,1,2,0,2,4,0,0,Covered,47,22,26,22,45,39,61,69,62,63,50,51,65,54,49,52,Not_On_Formulary,Restrictions,3,1,3,0,0,3,1,1,1,3,2,0,1,1,3,3,10,3,12,9,12,18,11,10,3,17,0,12,13,10,13,10,2,2,2,2,2,1,2,3,2,0,3,3,3,2,3,1,T
Other-Speciality,2720,M,4,7,1,2,0,4,4,5,0,5,5,5,3,8,1,6,3,4,0,1,4,1,3,0,0,1,2,0,2,2,2,0,Covered,12,16,40,43,40,36,25,23,52,58,38,41,47,36,58,40,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,13,15,10,3,10,3,13,4,14,16,16,16,17,2,1,1,2,2,1,3,3,0,2,2,3,3,0,3,1,C
Other-Speciality,3135,M,4,1,5,2,1,8,3,1,7,5,2,7,3,6,0,5,3,4,3,0,0,2,3,1,0,1,1,1,0,0,4,0,Covered,47,42,43,37,38,49,63,60,68,76,60,64,63,76,70,60,Other,Restrictions,0,0,1,3,0,0,3,1,2,1,3,3,3,1,0,3,6,8,16,6,4,7,12,16,9,12,5,15,18,11,16,3,3,1,1,3,0,0,3,3,1,1,3,0,0,1,2,3,T
Other-Speciality,3957,M,0,5,4,4,3,8,4,1,7,5,2,5,3,7,1,2,3,2,2,3,2,0,0,3,0,1,3,3,1,2,1,2,Covered,28,14,38,29,31,11,28,24,22,22,34,37,26,21,31,27,Other,Restrictions,3,0,0,1,3,2,0,3,1,2,2,3,0,1,3,0,11,4,15,7,10,18,17,12,5,2,17,12,12,0,4,7,1,1,1,0,0,0,2,2,0,3,2,3,0,0,1,1,T
Other-Speciality,3003,M,7,5,5,7,4,7,0,4,0,3,0,6,6,5,3,0,3,1,4,2,3,0,4,2,0,0,0,2,1,0,3,2,Covered,21,57,18,40,24,48,33,21,24,35,49,17,12,51,26,53,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,8,9,5,14,7,12,6,15,3,2,3,14,6,2,1,2,3,3,2,3,2,2,1,2,0,2,0,1,3,C
REMS,1698,M,3,4,1,7,0,8,4,2,2,7,7,1,7,3,8,7,3,0,1,0,4,0,0,0,0,1,0,4,4,3,0,4,Covered,35,59,15,16,60,34,47,56,45,49,47,61,63,47,53,48,On_Formulary,Restrictions,3,2,3,1,2,1,2,2,3,0,2,3,1,1,2,3,4,2,12,4,9,7,14,15,13,7,10,2,7,10,5,18,3,3,3,1,3,2,1,2,1,0,2,2,1,1,0,0,T
REMS,1733,M,1,3,5,2,0,4,0,6,2,4,8,3,7,5,0,6,3,4,4,2,4,1,4,0,0,1,1,2,0,4,4,4,Covered,55,58,58,14,18,21,42,30,60,17,30,37,55,15,14,12,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,17,0,0,16,14,0,7,0,4,6,18,9,7,3,1,1,1,3,3,2,1,2,2,1,2,0,0,2,0,C
Other-Speciality,5850,M,5,1,5,2,2,2,3,5,4,2,0,7,7,6,4,2,3,2,2,3,1,2,3,2,0,3,0,0,1,4,2,2,Covered,29,31,36,15,24,12,41,31,29,41,26,28,39,26,37,37,On_Formulary,Restrictions,1,1,3,0,3,2,2,3,1,2,1,0,1,3,2,1,5,4,11,6,2,4,14,0,13,5,8,0,9,12,2,5,2,2,3,0,2,2,0,0,3,3,3,1,3,0,2,0,T
REMS,2131,M,7,1,0,0,8,1,4,7,5,2,5,4,0,2,4,6,4,3,0,1,3,1,2,0,0,0,2,3,0,1,3,1,Covered,19,44,58,34,39,13,38,24,37,30,39,37,27,29,38,26,Not_On_Formulary,Restrictions,0,1,2,0,2,2,0,2,0,2,2,1,0,1,1,2,2,4,2,7,15,14,14,15,5,10,6,4,7,6,0,10,3,1,0,0,0,2,3,0,2,1,3,0,3,2,2,2,T
Other-Speciality,6598,H,11,1,5,1,7,11,14,6,10,6,0,1,0,5,2,9,4,3,2,2,2,0,1,3,0,3,4,1,0,1,1,2,Covered,31,90,106,102,35,48,93,68,59,72,77,90,86,86,98,70,On_Formulary,Restrictions,2,2,2,0,1,0,3,1,0,3,2,2,0,1,3,0,8,5,18,13,6,4,15,3,13,4,17,3,8,12,7,6,0,3,2,1,2,1,1,0,0,0,2,1,0,2,1,3,T
Other-Speciality,6479,H,12,6,7,0,13,1,2,3,14,5,8,6,0,14,7,12,4,0,2,1,3,1,4,2,0,4,3,1,4,0,3,4,Covered,67,38,62,56,77,75,114,106,87,124,122,85,98,92,93,106,On_Formulary,Restrictions,2,1,2,3,3,0,3,2,3,0,2,1,3,1,2,2,18,11,1,15,3,4,8,12,6,3,5,10,17,7,3,3,2,1,0,2,1,2,3,0,2,1,3,2,1,0,1,1,T
Other-Speciality,4427,M,8,8,5,4,2,0,0,8,3,7,0,1,7,8,1,8,4,3,4,2,2,0,4,3,0,2,1,4,2,0,3,2,Covered,35,52,52,31,51,44,55,74,70,60,74,74,74,65,67,68,Other,Restrictions,0,3,3,1,2,3,2,3,0,2,2,1,1,1,1,2,5,0,0,6,5,14,6,1,0,13,9,8,3,10,10,2,3,1,3,1,1,2,0,3,2,1,2,2,0,0,3,3,T
Other-Speciality,6561,H,8,11,8,12,0,4,6,4,10,9,11,5,10,13,10,4,4,4,3,2,4,1,2,4,0,0,4,0,1,3,2,4,Covered,113,79,86,34,98,41,88,71,52,90,60,77,61,88,71,58,On_Formulary,Restrictions,2,0,2,3,2,3,1,2,3,3,0,2,1,0,2,1,13,3,0,6,10,0,16,9,14,8,3,0,11,11,17,16,0,3,3,0,2,2,3,2,3,1,3,3,2,0,1,2,T
REMS,1407,H,1,10,12,7,4,14,9,5,2,12,13,7,14,12,8,0,4,0,4,3,3,3,2,2,0,0,3,1,3,1,2,4,Covered,41,38,61,112,68,113,131,157,128,152,137,161,124,157,131,160,On_Formulary,Restrictions,2,1,3,3,3,2,3,2,1,3,2,2,0,3,2,1,6,5,4,8,17,2,10,16,14,4,8,13,9,15,10,13,2,0,2,3,3,1,1,1,0,1,3,1,0,3,1,1,T
REMS,3556070,L,3,4,3,0,1,3,1,4,0,4,4,4,0,0,3,1,0,0,2,1,0,2,0,0,0,0,2,0,2,2,0,0,Field,20,11,19,1,13,1,8,12,11,10,19,20,14,16,9,17,Other,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,11,5,10,5,7,7,5,6,8,9,14,15,8,0,2,2,1,3,3,2,2,0,2,2,0,3,2,2,1,3,C
Other-Speciality,6729,L,1,0,1,2,2,4,3,2,3,4,4,2,0,2,1,2,0,2,2,0,0,1,1,1,0,0,2,0,1,2,0,2,Field,20,19,17,6,8,18,32,33,30,33,35,31,38,31,38,34,On_Formulary,Restrictions,1,1,1,3,0,1,1,3,3,1,0,3,3,0,3,3,6,14,8,2,10,17,16,17,10,4,11,4,12,6,14,0,1,2,0,0,1,0,0,2,3,0,2,3,3,0,3,1,T
NON-PCP,1147157,L,4,0,3,0,3,2,2,0,0,0,2,0,1,1,3,4,0,2,2,2,0,1,0,0,0,2,1,2,1,2,1,1,Field,19,13,7,16,15,5,10,2,5,18,5,8,2,13,19,7,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,11,8,3,10,14,4,8,4,2,14,2,14,16,13,3,2,1,2,2,1,1,0,2,1,2,1,3,0,1,2,C
Other-Speciality,6753,L,0,4,1,4,4,0,3,1,1,2,3,3,1,1,0,1,0,1,2,2,1,1,1,0,0,2,2,1,0,2,2,2,Field,18,4,18,8,12,5,22,22,18,15,21,25,18,23,15,17,On_Formulary,Restrictions,1,0,1,3,3,0,1,0,2,1,3,0,2,2,3,0,0,10,14,17,3,4,9,7,7,7,6,3,12,4,5,8,3,3,1,0,2,2,1,0,0,1,3,3,2,2,3,0,T
Other-Speciality,6946,L,2,1,0,1,3,0,0,0,4,1,0,4,1,1,1,0,0,2,1,2,2,0,0,1,0,1,1,2,0,2,0,2,Field,5,11,19,4,5,17,1,11,1,16,18,9,7,19,20,12,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,18,9,16,3,0,16,0,11,6,13,12,14,17,15,2,1,0,2,0,2,0,0,3,3,2,3,0,1,2,2,C
REMS,1424765,L,1,0,3,2,2,4,2,1,0,1,3,3,2,2,4,4,0,2,0,2,1,2,2,1,0,0,2,2,0,2,1,1,Field,5,18,2,11,11,18,10,18,15,18,14,15,15,8,13,5,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,6,4,1,16,11,13,18,7,1,6,15,3,6,2,1,0,3,3,2,2,2,2,1,0,1,2,1,1,1,C
REMS,1585,M,3,1,6,5,3,8,2,4,8,7,4,0,2,5,7,5,0,2,1,0,2,0,2,4,0,0,2,1,4,4,0,0,Field,52,52,28,37,60,56,18,44,32,22,59,52,49,47,29,23,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,4,15,3,10,12,4,2,5,1,14,4,1,6,1,0,1,0,0,3,0,2,0,0,2,1,0,1,2,2,2,C
Other-Speciality,3149,M,1,4,8,4,0,5,1,5,8,1,7,8,2,4,3,6,0,1,0,3,1,3,4,4,0,0,0,3,2,0,4,0,Field,37,32,57,43,29,49,53,52,58,49,40,59,22,59,19,42,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,9,11,18,6,4,5,6,13,6,10,7,3,2,3,3,1,0,0,3,3,0,0,1,0,0,3,1,1,3,C
PCP,4000780,L,0,1,3,2,4,4,0,1,1,3,1,2,3,4,0,2,0,2,1,0,0,0,1,0,0,2,0,0,2,1,1,0,Field,17,10,6,1,3,14,13,6,0,19,20,5,8,16,16,17,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,15,13,8,2,12,1,18,11,4,9,6,17,9,4,0,1,1,1,0,2,1,2,3,0,2,2,1,0,1,0,C
REMS,2213,M,6,1,0,1,8,8,4,4,2,3,8,6,3,7,0,6,0,4,2,4,1,3,0,3,0,2,1,3,0,3,2,1,Field,42,56,57,36,33,47,38,39,56,20,18,30,16,43,48,18,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,12,14,5,17,13,11,14,3,18,7,4,0,16,17,0,0,1,1,1,3,2,0,1,0,3,0,3,3,2,3,C
Other-Speciality,6375,L,0,2,0,2,4,2,0,0,4,4,4,3,3,4,0,1,0,0,0,1,1,0,1,0,0,1,0,2,1,1,2,1,Field,10,11,2,0,5,1,19,7,8,6,20,10,6,1,4,17,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,4,12,10,15,10,2,9,9,0,1,13,8,12,7,3,0,0,2,1,1,3,1,1,2,1,2,0,3,1,0,C
Other-Speciality,6828,L,4,4,2,1,1,4,2,3,4,0,0,4,3,4,2,3,0,1,2,2,1,0,0,0,0,1,0,2,2,2,2,2,Field,14,8,14,1,2,3,3,0,2,8,18,2,10,17,14,15,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,18,2,3,12,9,9,18,14,11,11,9,10,11,11,1,2,2,3,0,0,0,1,2,1,0,1,1,0,0,0,C
NON-PCP,7214,L,4,3,2,1,1,4,1,3,2,2,1,2,4,4,1,3,0,2,1,0,1,2,0,1,0,2,0,0,0,1,1,2,Field,20,6,14,9,12,14,10,3,20,14,10,2,16,1,6,13,Other,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,6,1,9,5,15,17,12,6,18,16,17,2,2,2,1,0,3,2,1,3,2,2,3,1,0,3,0,3,C
PCP,1104064,L,4,0,4,4,1,1,4,1,3,3,0,0,4,2,2,2,0,2,1,0,0,1,0,2,0,2,1,1,0,2,0,2,Field,12,14,6,13,11,18,13,3,5,5,7,17,7,13,11,9,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,8,8,8,9,10,15,4,18,8,15,18,16,1,1,3,0,0,0,3,3,1,0,1,0,1,3,1,1,2,3,C
Other-Speciality,5581,M,8,1,2,4,4,1,3,7,0,4,6,7,5,5,2,4,0,2,3,2,3,2,0,1,0,3,1,3,1,1,3,1,Field,37,55,17,36,34,50,21,31,28,15,26,59,33,49,47,55,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,8,12,5,3,2,11,10,14,6,4,7,5,3,3,1,2,0,2,3,2,0,3,1,1,0,2,1,1,0,C
REMS,1838,M,4,4,8,7,5,7,1,0,5,5,3,6,7,7,0,7,0,1,4,3,3,2,3,3,0,4,1,3,4,1,4,3,Field,24,57,48,22,39,10,46,42,26,48,16,39,17,53,40,57,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,5,5,18,4,5,15,2,6,1,12,5,13,2,8,0,1,3,3,3,0,0,0,2,3,2,2,0,3,1,0,C
Other-Speciality,3297,M,8,1,5,1,4,7,4,1,5,3,2,8,7,7,2,0,0,0,0,1,4,1,2,1,0,4,2,3,2,1,4,0,Field,24,22,35,38,46,55,43,43,56,11,46,13,29,36,49,32,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,16,6,0,10,8,10,18,12,0,0,4,6,18,17,3,3,2,0,3,0,3,3,3,2,2,2,2,2,0,0,C
Other-Speciality,2323,M,3,2,0,8,2,1,3,2,1,6,6,3,0,8,2,8,1,4,4,2,0,1,3,1,0,2,1,3,0,4,0,3,Field,48,54,58,59,11,15,38,17,14,22,26,16,13,48,54,40,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,1,11,6,5,3,4,5,18,12,13,9,11,8,7,1,0,3,3,1,0,1,2,2,3,1,0,3,1,0,1,C
NON-PCP,58533,L,2,3,2,3,3,1,1,3,1,2,4,2,0,4,2,2,1,1,2,0,1,0,0,0,0,0,0,2,1,0,1,1,Field,9,9,5,18,2,15,2,1,20,1,19,0,16,8,6,7,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,16,15,10,10,0,12,8,12,13,13,14,11,1,0,2,1,0,1,2,3,1,1,2,2,0,0,2,0,C
NON-PCP,1256329,L,4,2,3,2,1,4,2,0,1,3,3,1,0,3,2,4,1,0,1,2,1,0,1,2,0,1,0,1,1,1,2,0,Field,9,20,17,8,6,10,5,8,1,3,10,20,17,13,13,0,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,11,16,9,2,3,2,11,11,16,0,9,17,8,4,2,0,3,1,3,1,1,0,2,1,2,1,3,1,3,2,C
Other-Speciality,5126,M,2,7,0,8,1,2,5,6,2,0,0,7,0,8,0,2,1,2,2,0,2,4,4,0,0,3,0,3,0,1,4,4,Field,48,59,29,42,56,18,37,34,22,40,39,59,24,46,11,15,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,17,1,7,5,13,10,8,7,2,11,2,13,7,8,3,3,1,1,2,1,3,1,0,3,2,0,1,2,0,1,C
NON-PCP,1253526,L,4,2,0,3,1,4,0,3,3,0,2,1,0,0,4,1,1,2,1,0,1,1,2,1,0,1,1,0,0,1,2,0,Field,14,5,13,4,18,5,18,4,8,2,6,10,15,4,11,16,On_Formulary,Cannot_Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,16,0,5,16,3,0,8,9,18,0,14,16,1,0,3,3,1,1,1,1,3,0,1,1,1,3,0,0,0,C
Other-Speciality,5959,L,1,2,3,2,3,3,1,3,4,1,4,2,0,3,3,1,1,2,1,2,2,0,1,0,0,0,2,1,2,2,1,1,Field,4,10,15,14,7,8,20,15,5,17,5,13,16,17,20,7,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,4,8,13,8,0,13,10,10,17,12,0,8,3,1,3,0,3,3,2,2,2,1,2,0,0,2,3,3,C
PCP,113318,L,4,0,3,1,4,3,2,0,4,3,0,4,0,4,3,1,1,2,0,1,2,2,1,1,0,1,2,2,0,0,2,0,Field,10,19,18,16,2,19,2,16,2,0,11,20,4,5,12,12,On_Formulary,No_Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,17,4,14,9,5,14,14,7,15,15,8,9,1,1,2,0,0,2,1,0,0,1,2,0,2,2,0,3,2,C
